,,Run 1 values,,,Run 2 values,,,Run 3 values,,,Cumulative pTau results,,,,Cumulative total Tau results,,,,Cumulative pTau/total Tau results,,,
Well Contents,Average Cell Count,pTau,pTau2,pTau3,Total Tau,Total Tau2,Total Tau3,ptau/total Tau,ptau/total Tau2,ptau/total tau3,Average pTau,St Dev,pvalue,Z score,Average Total Tau,St Dev2,pvalue2,Z score3,Average pTau/total Tau,St Dev3,pvalue3,Z score2
PRKCDBP s1,95,1.48569,0.93459,0.80652,1.78592,1.21289,0.95173,0.83189,0.77054,0.84743,1.0756,0.36087,0.75148,-0.63577,1.31685,0.4267,0.32719,3.35113,0.81662,0.04065,0.01599,-2.21734
PRKCDBP s2,370,1.09279,1.28735,1.64547,0.89965,1.28033,0.85424,1.21468,1.00548,1.92623,1.34187,0.28034,0.16906,0.32864,1.01141,0.234,0.94038,0.93278,1.38213,0.48268,0.30388,-0.19727
PRKCE s1,432,0.97946,1.41708,1.50753,0.81305,0.57943,0.6611,1.20468,2.44564,2.28034,1.30136,0.28241,0.20582,0.06753,0.68453,0.11856,0.044,-1.65537,1.97688,0.67384,0.12869,1.94381
PRKCE s2,340,1.18514,0.86124,1.78666,0.94485,0.69855,1.14864,1.25432,1.2329,1.55546,1.27768,0.46959,0.41345,0.42229,0.93068,0.22538,0.64748,0.29358,1.34756,0.18037,0.07925,-0.08892
PRKCH s1,288,0.77386,0.78282,1.42797,0.78141,0.82438,0.8602,0.99033,0.94959,1.66004,0.99488,0.37509,0.98329,-0.91908,0.822,0.03945,0.01598,-0.56693,1.19999,0.39894,0.47679,-0.6232
PRKCH s2,395,0.88473,0.52358,0.99872,0.80389,0.77389,0.74423,1.10057,0.67656,1.34197,0.80235,0.24805,0.30157,-2.04285,0.774,0.02983,0.00576,-0.94693,1.0397,0.33685,0.85715,-1.30767
PRKCI s1,429,1.26719,1.56983,1.01202,0.97402,0.73152,0.72443,1.30098,2.14597,1.397,1.28301,0.27924,0.22127,0.39104,0.80999,0.1421,0.14653,-0.66199,1.61465,0.46264,0.14803,0.95721
PRKCI s2,309,1.21277,1.01229,1.5678,0.99364,0.83854,0.90565,1.22054,1.20721,1.73114,1.26429,0.28131,0.24522,-0.04824,0.91261,0.07778,0.19105,0.1505,1.38629,0.29872,0.15444,-0.17648
PRKCL1 s1,351,1.00175,0.7733,0.77467,0.98854,0.69644,0.63542,1.01336,1.11036,1.21915,0.84991,0.1315,0.18668,-1.39518,0.77347,0.18874,0.17319,-0.95117,1.11429,0.10295,0.19442,-0.77439
PRKCL1 s2,381,1.14423,0.93965,1.05829,0.97726,0.95105,0.6826,1.17085,0.98801,1.55038,1.04739,0.10272,0.50808,-0.51934,0.87031,0.16308,0.30227,-0.18444,1.23641,0.28686,0.2896,-0.35956
PRKCL2 s1,413,0.96671,1.22296,0.8769,0.94696,0.75784,0.76238,1.02086,1.61375,1.15021,1.02219,0.17958,0.85038,-1.0359,0.82239,0.1079,0.10416,-0.5638,1.2616,0.31175,0.28329,-0.51793
PRKCL2 s2,414,1.06455,0.85007,1.05653,0.99448,0.87851,0.82618,1.07046,0.96762,1.27881,0.99038,0.12158,0.90355,-1.33226,0.89972,0.08613,0.18128,0.04849,1.10563,0.15855,0.3678,-1.24395
PRKCN s1,431,1.23898,0.98702,1.37394,1.0189,0.75895,0.73708,1.216,1.3005,1.86403,1.19998,0.19639,0.21983,0.05744,0.83831,0.15678,0.21597,-0.43776,1.46018,0.35229,0.15203,0.4044
PRKCN s2,379,1.1341,1.29805,0,0.90584,1.03735,0,1.25199,1.25132,#DIV/0!,0.81072,0.70687,0.68837,-2.17929,0.97159,0.09299,0.39295,0.61752,1.25165,0.00048,#DIV/0!,-0.62134
PRKCQ s1,373,1.00188,0.9591,1.1893,0.86525,0.84583,0.57943,1.1579,1.13391,2.05254,1.05009,0.12244,0.55203,-0.53415,0.7635,0.15971,0.1243,-1.03007,1.44812,0.52358,0.27645,0.49663
PRKCQ s2,333,0.91858,0.76232,1.3336,0.85741,0.73552,0.75181,1.07134,1.03643,1.77384,1.00483,0.29524,0.97995,-1.11895,0.78158,0.06617,0.02926,-0.88692,1.29387,0.41603,0.34573,-0.37882
PRKCZ s1,460,1.13662,1.26627,1.36525,0.80096,0.63502,0.70671,1.41907,1.99406,1.93183,1.25605,0.11466,0.06081,-0.39119,0.71423,0.08322,0.02713,-1.42018,1.78166,0.31554,0.05026,1.08021
PRKCZ s2,439,1.2249,1.01093,1.34845,0.95514,0.73973,0.86475,1.28242,1.36661,1.55935,1.19476,0.17077,0.18689,-0.61901,0.85321,0.10817,0.14314,-0.31979,1.40279,0.14196,0.039,-0.26348
PRKD2 s1,445,1.08676,1.22113,1.15577,1.00106,0.86455,0.71561,1.08561,1.41244,1.61508,1.15456,0.0672,0.05762,-1.07807,0.86041,0.14277,0.23243,-0.2628,1.37105,0.26715,0.13793,-0.35698
PRKD2 s2,390,0.94949,0.85166,0,0.80903,0.71991,0,1.17361,1.18301,#DIV/0!,0.60038,0.52224,0.31619,-2.86309,0.76447,0.06302,0.19565,-1.02238,1.17831,0.00665,#DIV/0!,-0.59217
PRKDC s1,388,1.1614,1.23431,1.49291,0.91075,0.81414,0.77455,1.27522,1.51609,1.92746,1.29621,0.17421,0.09855,-0.3558,0.83314,0.07006,0.05405,-0.47866,1.57292,0.32981,0.09499,0.34991
PRKDC s2,416,1.49218,0.98106,1.42268,0.86222,0.861,0.68895,1.73062,1.13944,2.065,1.29864,0.27722,0.20305,-0.18013,0.80406,0.09969,0.07651,-0.70898,1.64502,0.46868,0.13997,0.58753
PRKG2 s1,413,1.24511,1.54589,1.36227,0.83856,0.69401,0.62928,1.48483,2.22746,2.1648,1.38442,0.15161,0.04813,0.07701,0.72062,0.10714,0.04569,-1.36962,1.95903,0.41186,0.05633,1.66597
PRKG2 s2,453,0.92719,1.13651,1.155,0.80394,0.87934,0.72311,1.1533,1.29246,1.59726,1.0729,0.12653,0.42346,0.00533,0.80213,0.07813,0.04824,-0.72422,1.34767,0.22708,0.11763,0.38087
PRKRA s1,377,1.32388,0.96326,0.9021,0.90038,0.84638,0.74681,1.47036,1.13809,1.20794,1.06308,0.22792,0.67898,-1.15498,0.83119,0.07791,0.06423,-0.49414,1.27213,0.17519,0.11484,-0.63402
PRKRA s2,475,0.9901,0.9761,1.11859,0.85132,0.96708,0.83139,1.16301,1.00932,1.34545,1.02826,0.07854,0.59673,-0.56655,0.88326,0.07327,0.11006,-0.08184,1.17259,0.16827,0.21762,-0.60104
PRKRIR s1,425,1.03419,0.94985,1.21559,0.81254,0.82372,0.9062,1.27278,1.15313,1.34142,1.06654,0.13579,0.48538,-0.0265,0.84749,0.05115,0.03551,-0.36511,1.25578,0.09529,0.04328,0.0118
PRKRIR s2,422,1.04302,0.83135,0.96644,0.91719,0.8645,0.94569,1.13719,0.96166,1.02195,0.94694,0.10717,0.4815,-0.97427,0.90913,0.04119,0.06216,0.12293,1.04026,0.08919,0.51612,-1.136
PRKX s1,303,1.01712,1.53142,0.98117,0.89678,0.63635,0.56079,1.1342,2.40658,1.74963,1.17657,0.30784,0.42517,-0.13199,0.69797,0.17627,0.09726,-1.54892,1.76347,0.63631,0.17327,1.58039
PRKX s2,345,0.89877,0.81901,1.00204,0.81098,0.75065,0.78644,1.10826,1.09107,1.27415,0.90661,0.09177,0.22001,-1.25824,0.78269,0.03034,0.00643,-0.87817,1.15783,0.10111,0.1139,-0.6828
PRKY s1,427,1.06118,1.01708,1.28247,0.81924,0.87014,0.72233,1.29533,1.16888,1.77545,1.12024,0.14221,0.28065,-0.85722,0.8039,0.07509,0.04556,-0.71019,1.41322,0.32001,0.1548,-0.12581
PRKY s2,280,0.7598,0.75668,1.12482,0.83521,0.83982,0.72091,0.90971,0.901,1.56028,0.88043,0.21165,0.43102,-1.36306,0.79865,0.06736,0.03534,-0.75181,1.12366,0.37815,0.62819,-0.81143
PRPF4B s1,389,1.09486,1.04488,0.9279,0.96629,0.95517,0.87976,1.13306,1.09393,1.05471,1.02255,0.08569,0.6933,-0.24974,0.93374,0.04707,0.13499,0.3178,1.0939,0.03918,0.05342,-0.63855
PRPF4B s2,348,1.50386,1.18181,1.00702,1.01171,0.94879,0.85242,1.48645,1.2456,1.18136,1.2309,0.25203,0.25346,-0.73025,0.93764,0.08023,0.3105,0.3487,1.30447,0.16084,0.08177,-0.58645
PSKH1 s1,416,1.00233,0.95729,0.96411,0.98128,0.66296,0.59473,1.02145,1.44396,1.62111,0.97458,0.02427,0.21132,-1.36747,0.74632,0.20632,0.16695,-1.16609,1.36217,0.30808,0.17867,-0.19353
PSKH1 s2,168,0.9507,0.92714,0.72504,1.09013,0.63918,0.70206,0.8721,1.45052,1.03272,0.86762,0.12404,0.20579,-1.23878,0.81046,0.24423,0.31106,-0.65831,1.11844,0.29859,0.56301,-0.71573
PSKH2 s1,392,0.88356,0.88069,1.02604,0.86922,0.72051,0.77147,1.01649,1.22232,1.32998,0.93009,0.0831,0.28244,-1.55184,0.78707,0.07558,0.03952,-0.84349,1.18959,0.15929,0.17537,-0.86826
PSKH2 s2,437,0.85777,1.03464,0,0.81089,0.79788,0,1.0578,1.29673,#DIV/0!,0.6308,0.5534,0.36727,-2.68934,0.80439,0.0092,0.22588,-0.70635,1.17727,0.16895,#DIV/0!,-0.59668
PTK2 s1,48,1.19819,1.05961,1.14406,1.05946,1.39298,0.9448,1.13094,0.76068,1.2109,1.13395,0.06984,0.0799,-0.27563,1.13241,0.23282,0.42844,1.89084,1.03417,0.2402,0.82834,-1.32524
PTK2 s2,352,1.07753,0.99368,0.97913,0.9101,0.76148,0.79632,1.18397,1.30492,1.22956,1.01678,0.05311,0.63919,-0.49643,0.82264,0.07773,0.05846,-0.56187,1.23948,0.06109,0.02101,-0.23707
PTK2B s1,196,0.88468,1.47131,1.21059,0.81818,1.2212,0.84265,1.08128,1.20481,1.43665,1.18886,0.29392,0.38157,-0.93637,0.96067,0.22595,0.79152,0.53106,1.24092,0.18041,0.14684,-0.80485
PTK2B s2,210,1.26171,1.45061,0.88286,1.06722,1.25373,0.90754,1.18224,1.15704,0.9728,1.19839,0.28912,0.35662,0.0032,1.07616,0.17327,0.52596,1.44548,1.10403,0.11434,0.25576,-1.07561
PTK7 s1,361,0.86046,1.03224,0.70688,0.8018,0.74311,1.37739,1.07316,1.38908,0.5132,0.86653,0.16276,0.29136,-1.13956,0.9741,0.35049,0.90985,0.63735,0.99182,0.44357,0.97741,-1.14996
PTK7 s2,20,1.8955,1.20065,0.82111,1.80675,0.87397,0.93953,1.04912,1.37379,0.87395,1.30575,0.54485,0.43359,-0.77847,1.20675,0.52064,0.56263,2.47943,1.09895,0.25362,0.56884,-1.39257
PTK9 s1,362,1.45429,1.71768,1.22866,0.78403,0.75922,0.75585,1.8549,2.26244,1.62554,1.46687,0.24476,0.08068,1.02757,0.76636,0.01539,0.00144,-1.00742,1.91429,0.32258,0.03908,1.85178
PTK9 s2,385,1.03214,1.12061,1.49433,0.83929,0.85692,0.79542,1.22977,1.30772,1.87867,1.21569,0.24533,0.26725,0.70448,0.83054,0.03167,0.01144,-0.49926,1.47205,0.35429,0.14736,0.87831
PTK9L s1,333,1.21022,1.44218,1.1807,0.88389,0.61521,1.21437,1.3692,2.3442,0.97227,1.2777,0.14321,0.07837,0.25537,0.90449,0.30011,0.63684,0.08624,1.56189,0.70597,0.30198,0.63651
PTK9L s2,402,1.05693,0.90592,1.36492,1.04159,0.9135,1.00551,1.01473,0.99171,1.35743,1.10926,0.23393,0.50347,-0.61034,0.98687,0.06605,0.76342,0.73847,1.12129,0.20483,0.41291,-1.13067
PXK s1,59,1.02683,1.38674,0.9982,1.08448,0.94711,0.79526,0.94684,1.46417,1.25518,1.13726,0.21653,0.38676,0.16939,0.94229,0.14467,0.561,0.38547,1.22207,0.26025,0.27749,-0.27012
PXK s2,243,0.71736,1.03868,0.74084,0.77044,0.99402,1.15269,0.93111,1.04493,0.64271,0.8323,0.17912,0.24634,-1.61387,0.97238,0.19204,0.82654,0.62377,0.87292,0.20733,0.39964,-1.84804
RAF1 s1,209,1.15228,1.03723,1.01405,0.83975,0.89856,1.05451,1.37218,1.15433,0.96163,1.06786,0.07403,0.25331,-0.39678,0.93094,0.11098,0.39385,0.29564,1.16271,0.2054,0.30367,-0.66019
RAF1 s2,245,0.72885,1.2342,0.91674,0.70533,0.90187,1.12106,1.03334,1.3685,0.81775,0.95993,0.25543,0.81133,-1.08559,0.90942,0.20796,0.52933,0.12525,1.0732,0.27753,0.69262,-1.13999
RAGE s1,337,1.19237,1.62702,1.11416,1.15661,1.02771,0.85487,1.03092,1.58316,1.30331,1.31119,0.2763,0.19038,-0.18264,1.01306,0.1514,0.89492,0.94587,1.3058,0.27613,0.19511,-0.663
DGKB s2,440,1.2417,1.38687,1.42242,0.78519,1.1016,0.87495,1.58141,1.25897,1.62572,1.35033,0.09574,0.024,0.25195,0.92058,0.16307,0.4877,0.21359,1.4887,0.20018,0.05164,0.13198
RBKS s1,307,1.40723,1.40863,0.91692,0.79136,0.8018,0.92976,1.77825,1.75684,0.98619,1.24426,0.28349,0.27414,0.13719,0.84097,0.07707,0.07015,-0.4167,1.5071,0.45124,0.19099,0.47052
RBKS s2,431,1.27066,0.91184,1.42808,0.97279,0.93412,0.77466,1.3062,0.97615,1.84348,1.20353,0.26458,0.31427,-0.06421,0.89386,0.10502,0.22212,0.00203,1.37528,0.43777,0.27589,-0.04494
RET s1,255,1.03227,0.70939,0.97388,0.83584,0.98384,1.30113,1.23501,0.72104,0.74848,0.90518,0.17205,0.44054,-0.91252,1.04027,0.23772,0.79685,1.1613,0.90151,0.28914,0.61498,-1.48588
RET s2,225,0.63796,1.08047,0.67028,0.59395,0.86124,1.13723,1.07411,1.25455,0.58939,0.79624,0.24668,0.28881,-1.72664,0.86414,0.27166,0.47768,-0.23326,0.97268,0.34398,0.9032,-1.38039
RIOK1 s1,355,0.92348,1.30959,0.97153,0.92068,0.97446,0.86442,1.00304,1.3439,1.12392,1.0682,0.21042,0.63105,-0.54276,0.91985,0.05503,0.12772,0.20787,1.15695,0.17281,0.25634,-0.8172
RIOK1 s2,226,0.89908,1.00893,1.1409,0.93048,1.04018,0.69396,0.96625,0.96996,1.64405,1.0163,0.12108,0.83728,-0.49923,0.88821,0.17694,0.38801,-0.0427,1.19342,0.39026,0.48111,-0.4285
RIOK2 s1,363,1.17437,1.09739,1.38163,0.97721,1.04089,0.74267,1.20177,1.05428,1.86036,1.2178,0.14701,0.1242,-0.65042,0.92026,0.15706,0.47192,0.21105,1.37214,0.4292,0.27199,-0.42087
RIOK2 s2,456,0.99809,1.00187,1.42594,0.77717,0.89036,0.85549,1.28427,1.12524,1.66682,1.14197,0.24594,0.42271,-0.21297,0.841,0.05797,0.04157,-0.41643,1.35878,0.27837,0.15525,0.00599
RIOK3 s1,428,1.01715,1.1799,1.57288,0.8371,0.92554,0.8927,1.2151,1.27482,1.76194,1.25664,0.2857,0.26,0.0122,0.88511,0.04471,0.04695,-0.06722,1.41729,0.29997,0.13758,-0.00874
RIOK3 s2,334,1.25526,0.82101,1.35134,0.91265,0.78245,0.59389,1.3754,1.04928,2.2754,1.14253,0.28256,0.47441,-0.29124,0.763,0.16027,0.12458,-1.03406,1.56669,0.63505,0.26223,0.79814
RIPK1 s1,267,1.04769,1.07556,1.01862,0.91967,0.83712,1.13057,1.1392,1.28483,0.90098,1.04729,0.02847,0.10257,-0.64164,0.96246,0.15133,0.70928,0.54518,1.10834,0.19378,0.43503,-1.01616
RIPK1 s2,204,0.83336,1.37198,0.90431,0.85332,1.26091,1.10659,0.97661,1.08809,0.8172,1.03655,0.29265,0.84879,-0.93361,1.07361,0.20579,0.59875,1.42523,0.96063,0.13615,0.66619,-1.70279
RIPK2 s1,151,0.91769,0.97211,0.87075,0.90739,1.06682,0.99272,1.01135,0.91122,0.87714,0.92018,0.05072,0.11238,-1.07517,0.98898,0.07978,0.83316,0.75517,0.93324,0.06976,0.23926,-1.54736
RIPK2 s2,236,1.00839,0.50595,0.82974,0.97099,1.05577,1.11352,1.03851,0.47922,0.74515,0.78136,0.25469,0.27541,-1.62594,1.04676,0.07169,0.37586,1.21267,0.7543,0.27976,0.2676,-2.16214
ROCK1 s1,445,1.26307,0.95399,1.11331,0.9262,0.67231,0.62158,1.3637,1.41897,1.79108,1.11012,0.15456,0.34253,-1.02931,0.74003,0.16321,0.11011,-1.2159,1.52458,0.23244,0.05965,0.20427
ROCK1 s2,339,0.99904,0.757,1.49731,0.94343,0.89304,0.89908,1.05895,0.84766,1.66538,1.08445,0.37747,0.73573,-0.68709,0.91185,0.02751,0.03097,0.1445,1.19066,0.42447,0.51799,-0.78332
ROCK2 s1,303,1.01331,1.23755,1.35482,1.10838,0.74641,0.69705,0.91423,1.658,1.94366,1.20189,0.17352,0.18145,0.17614,0.85061,0.22459,0.36842,-0.34035,1.5053,0.53144,0.24134,0.64898
ROCK2 s2,434,1.58965,1.00562,0.84793,1.05485,0.85598,0.7986,1.50699,1.17482,1.06177,1.14774,0.39075,0.57981,-1.1535,0.90314,0.13448,0.33848,0.07556,1.24786,0.23142,0.20474,-0.76816
ROR1 s1,112,1.1336,1.2423,1.22782,1.12574,0.84634,1.28634,1.00698,1.46786,0.95451,1.20124,0.05903,0.0275,0.33549,1.08614,0.22266,0.57181,1.52446,1.14311,0.28246,0.47272,-0.72652
ROR1 s2,16,1.93927,1.27031,1.26396,2.36732,1.12635,1.21381,0.81918,1.12781,1.04131,1.49118,0.38807,0.15968,-0.08685,1.56916,0.69261,0.29062,5.34887,0.9961,0.1592,0.97001,-1.68278
ROR2 s1,40,1.18544,1.00047,3.03605,0.98009,0.79577,1.38239,1.20953,1.25724,2.19623,1.74065,1.12565,0.37253,2.57114,1.05275,0.29998,0.78947,1.26008,1.55433,0.55641,0.22656,0.53745
ROR2 s2,8,2.26363,1.06598,2.23078,1.81011,0.75387,1.00661,1.25054,1.41401,2.21613,1.85346,0.68218,0.16256,0.98635,1.1902,0.55153,0.61092,2.34836,1.62689,0.5168,0.17042,-0.08287
ROS1 s1,173,1.11759,1.21311,1.10729,1.04093,0.81622,1.1922,1.07364,1.48626,0.92878,1.14599,0.05835,0.04934,-0.66289,1.01645,0.18918,0.8941,0.97268,1.16289,0.28926,0.43224,-1.00875
ROS1 s2,293,0.81675,1.28795,1.08416,0.83693,0.94703,1.19597,0.97588,1.35998,0.90651,1.06295,0.23632,0.68982,-0.33913,0.99331,0.18394,0.95552,0.7895,1.08079,0.24426,0.62454,-0.94901
RPS6KA1 s1,376,1.12113,1.87218,1.15601,0.98701,1.02797,0.67131,1.13588,1.82124,1.72202,1.38311,0.42391,0.25798,0.68043,0.89543,0.19517,0.45137,0.0145,1.55971,0.37039,0.12021,0.55116
RPS6KA1 s2,243,0.89477,1.10796,1.49492,0.98888,1.18867,1.05638,0.90484,0.9321,1.41514,1.16588,0.30424,0.44465,-0.49419,1.07797,0.10163,0.31522,1.45981,1.08403,0.28708,0.66255,-1.31618
RPS6KA2 s1,408,1.06825,1.0769,1.08267,1.01159,0.7567,0.70004,1.05601,1.42315,1.54657,1.07594,0.00726,0.00303,-0.52429,0.82278,0.16595,0.20559,-0.56074,1.34191,0.25517,0.14606,-0.04914
RPS6KA2 s2,441,1.0764,0.85969,0.90327,0.89639,0.86012,0.74855,1.20082,0.9995,1.20669,0.94645,0.11463,0.5034,-1.03887,0.83502,0.07705,0.06562,-0.46382,1.13567,0.11796,0.18459,-0.77016
RPS6KA3 s1,459,1.10428,0.93703,1.1036,0.86253,0.82172,0.58308,1.28028,1.14032,1.89269,1.0483,0.09637,0.47684,-0.90514,0.75578,0.15094,0.10724,-1.09123,1.43777,0.40015,0.19859,0.1894
RPS6KA3 s2,446,0.9987,0.80741,1.08515,0.75623,0.83463,0.63957,1.32064,0.96739,1.69668,0.96375,0.14213,0.70187,-1.27143,0.74348,0.09815,0.04549,-1.18863,1.32823,0.3647,0.25937,-0.18115
RPS6KA4 s1,452,1.17047,1.38839,1.50401,0.89715,0.84104,0.73088,1.30465,1.65081,2.0578,1.35429,0.16937,0.06845,-0.09303,0.82303,0.08458,0.06842,-0.55879,1.67109,0.37698,0.09105,0.68256
RPS6KA4 s2,194,0.90253,0.95953,1.6301,0.78334,0.84955,0.97582,1.15215,1.12946,1.67049,1.16405,0.40461,0.55524,-0.50952,0.86957,0.09779,0.14712,-0.19026,1.31737,0.30602,0.21429,-0.41898
RPS6KA5 s1,254,1.20748,1.36603,0.9374,1.09779,0.72627,0.62637,1.09992,1.8809,1.49656,1.17031,0.21672,0.30655,-0.07362,0.81681,0.24841,0.32972,-0.60801,1.49246,0.3905,0.16058,0.54495
RPS6KA5 s2,408,1.0043,1.14224,0.71816,0.97943,1.43424,0.31934,1.0254,0.79641,2.24891,0.9549,0.21631,0.75258,-1.14964,0.911,0.56059,0.80913,0.13777,1.35691,0.78094,0.51157,0.02204
RPS6KA6 s1,402,0.8987,0.83789,1.45803,0.7837,0.72871,0.71015,1.14675,1.14983,2.05313,1.06488,0.34184,0.7736,-0.99751,0.74085,0.03825,0.00718,-1.2094,1.4499,0.52242,0.27431,0.11466
RPS6KA6 s2,376,1.29522,0.57631,1.48574,1.04967,0.60436,0.80343,1.23393,0.95359,1.84925,1.11909,0.47962,0.70905,-0.23762,0.81915,0.22307,0.29541,-0.58946,1.34559,0.45815,0.32142,0.00267
RPS6KB2 s1,368,1.19242,1.0567,1.70899,0.86891,0.82959,0.78781,1.37231,1.27375,2.16929,1.31937,0.34418,0.24926,0.21144,0.82877,0.04056,0.01819,-0.51327,1.60511,0.49107,0.16639,0.63063
RPS6KB2 s2,479,1.2862,0.90514,1.69205,0.98523,0.74112,0.96396,1.30548,1.22131,1.75532,1.29447,0.39352,0.32436,0.05151,0.89677,0.13521,0.31702,0.0251,1.42737,0.28711,0.12324,-0.06718
RPS6KC1 s1,404,0.96606,1.08721,1.24092,0.73871,0.97129,0.42307,1.30777,1.11934,2.93313,1.09806,0.13775,0.34283,-0.13179,0.71102,0.27516,0.21052,-1.44558,1.78675,0.99726,0.30515,2.01021
RPS6KC1 s2,213,1.05191,1.02248,0.88284,0.73873,0.84526,0.62578,1.42395,1.20966,1.41078,0.98574,0.09033,0.8102,-0.96956,0.73659,0.10976,0.05329,-1.24316,1.34813,0.1201,0.03746,0.00292
RPS6KL1 s1,327,1.35738,1.82122,1.2678,1.0359,0.84029,0.61337,1.31034,2.16737,2.06693,1.48214,0.29706,0.10667,-0.13786,0.82985,0.21146,0.29809,-0.50471,1.84821,0.46851,0.08842,0.92444
RPS6KL1 s2,342,1.64949,1.11675,1.40176,0.93671,0.95588,0.75321,1.76094,1.16829,1.86104,1.38933,0.26659,0.12715,0.62162,0.88193,0.11189,0.20911,-0.09236,1.59676,0.37442,0.10999,0.6493
RYK s1,143,1.07196,0.80329,1.23961,1.10977,1.03117,0.99306,0.96593,0.77901,1.24827,1.03829,0.2201,0.79163,-0.29923,1.04467,0.05951,0.32326,1.1961,0.99774,0.23624,0.98827,-1.15456
RYK s2,10,1.42798,1.48642,1.17787,1.18279,1.10644,0.80426,1.2073,1.34343,1.46454,1.36409,0.1639,0.06139,0.71438,1.03116,0.20018,0.81271,1.08917,1.33842,0.12869,0.04497,-0.25993
SGK s1,333,1.12869,1.88968,0.86011,0.98639,0.94845,0.86256,1.14426,1.99239,0.99716,1.29283,0.53405,0.4425,0.66425,0.93247,0.06345,0.20656,0.30774,1.37794,0.53719,0.34724,0.11294
SGK s2,215,1.10328,1.10844,1.67771,1.15797,1.06422,0.87366,0.95277,1.04155,1.92032,1.29648,0.33017,0.26013,0.12067,1.03195,0.14487,0.73924,1.09541,1.30488,0.53483,0.42755,-0.47975
SGK2 s1,413,1.35114,1.28049,1.69122,1.11714,0.90013,1.05871,1.20946,1.42255,1.59743,1.44095,0.2196,0.07365,0.34429,1.02533,0.11229,0.73372,1.04298,1.40982,0.1943,0.06744,-0.23188
SGK2 s2,216,1.04932,1.02985,1.3723,1.04618,0.92184,0.91117,1.003,1.11717,1.50608,1.15049,0.19234,0.30812,-0.32039,0.95973,0.07505,0.45084,0.5236,1.20875,0.26375,0.30398,-0.69257
SGKL s1,437,1.06004,1.10283,1.54335,0.85951,0.81812,0.76865,1.23331,1.34801,2.00787,1.23541,0.26754,0.26698,-0.13692,0.81543,0.04549,0.01965,-0.61895,1.52973,0.41803,0.15939,0.40624
SGKL s2,431,1.24778,0.92589,1.39628,0.9194,0.87925,0.76268,1.35717,1.05304,1.83074,1.18998,0.24046,0.30462,-0.71352,0.85378,0.08141,0.08964,-0.31529,1.41365,0.39192,0.20905,-0.25539
SH3KBP1 s1,114,0.97486,1.11964,1.3015,1.10394,0.77743,0.87612,0.88308,1.44019,1.48552,1.132,0.16367,0.29726,-0.41999,0.91916,0.16746,0.49107,0.2024,1.2696,0.3355,0.29856,-0.44893
SH3KBP1 s2,159,1.18896,0.98079,1.24002,1.11026,0.89941,0.84793,1.07089,1.09048,1.46241,1.13659,0.13732,0.22707,-0.36508,0.95253,0.139,0.61414,0.4666,1.20793,0.2206,0.24417,-0.68075
SKP2 s1,391,1.27507,1.26965,1.78404,0.67326,1.01474,0.8084,1.89387,1.25121,2.20687,1.44292,0.29543,0.12179,0.49958,0.83213,0.17197,0.23296,-0.48666,1.78398,0.48722,0.10824,1.0882
SKP2 s2,382,1.30135,1.17786,1.40169,0.94481,1.001,0.72247,1.37736,1.17669,1.94015,1.29364,0.11211,0.04532,-0.4004,0.88943,0.14729,0.32318,-0.03304,1.49807,0.39578,0.1611,0.07334
SLK s1,33,1.05568,1.16955,0.93608,1.37573,0.97938,1.15911,0.76736,1.19417,0.80758,1.05377,0.11674,0.50871,-0.85159,1.17141,0.19846,0.27332,2.19959,0.92304,0.23567,0.62862,-1.86711
SLK s2,7,1.11413,1.02803,0.94557,0.73792,1.01942,1.1392,1.50983,1.00845,0.83003,1.02924,0.08429,0.60892,-0.8358,0.96551,0.206,0.79914,0.56938,1.1161,0.35245,0.62586,-0.99157
SMG1 s1,265,0.80189,0.73718,1.35025,0.7744,0.72418,0.71088,1.0355,1.01795,1.89939,0.96311,0.33683,0.86704,-0.53434,0.73649,0.0335,0.00534,-1.24825,1.31761,0.50391,0.38894,0.25587
SMG1 s2,340,0.92254,0.75075,1.32081,0.90673,0.77885,0.73902,1.01744,0.96392,1.78724,0.99804,0.29243,0.99178,-1.43402,0.8082,0.08762,0.06306,-0.67615,1.2562,0.46067,0.43705,-0.6609
SNARK s1,465,1.05773,1.27677,0.90792,0.97046,0.70574,0.45806,1.08992,1.80911,1.98209,1.08081,0.18551,0.5293,-0.71408,0.71142,0.25625,0.1904,-1.44241,1.62704,0.47313,0.14861,0.97274
SNARK s2,368,1.17672,0.96725,0,0.63795,0.77056,0,1.84453,1.25526,#DIV/0!,0.71465,0.62771,0.51356,-2.28756,0.70425,0.09377,0.15546,-1.49919,1.54989,0.41668,#DIV/0!,0.95325
SNF1LK s1,495,1.24583,1.39025,0.93285,0.9884,1.06837,0.6463,1.26045,1.30129,1.44337,1.18965,0.23382,0.29525,0.27579,0.90102,0.22419,0.52437,0.05878,1.33504,0.09602,0.0263,0.07153
SNF1LK s2,408,1.31579,1.17694,0,0.84786,1.00283,0,1.55189,1.17362,#DIV/0!,0.83091,0.72293,0.72462,-2.67638,0.92534,0.10958,0.344,0.25134,1.36276,0.26748,#DIV/0!,-0.43289
SNF1LK2 s1,467,1.00334,0.95199,1.15427,1.00778,0.85891,0.83858,0.99559,1.10836,1.37647,1.03653,0.10515,0.60843,-0.4766,0.90176,0.09238,0.20682,0.06459,1.16014,0.19564,0.29201,-0.61626
